REF_DATE,GEO,VALUE,countID
2023-02-22,"Saint John, Fredericton, and Moncton, New Brunswick",119.1,
2023-02-22,"Saint John, Fredericton, and Moncton, New Brunswick",102.5,
2023-02-22,Quebec,137.4,
2023-02-22,Quebec,144.4,
2023-02-22,Quebec,119,
2023-02-22,"Québec, Quebec",123.3,
2023-02-22,"Québec, Quebec",130.6,
2023-02-22,"Québec, Quebec",107,
2023-02-22,"Sherbrooke, Quebec",107.6,
2023-02-22,"Sherbrooke, Quebec",108.3,
2023-02-22,"Sherbrooke, Quebec",104.4,
2023-02-22,"Trois-Rivières, Quebec",111,
2023-02-22,"Trois-Rivières, Quebec",112.6,
2023-02-22,"Trois-Rivières, Quebec",104,
2023-02-22,"Montréal, Quebec",146.3,
2023-02-22,"Montréal, Quebec",154.8,
2023-02-22,"Montréal, Quebec",124.3,
2023-02-22,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",115.7,
2023-02-22,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",120.1,
2023-02-22,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",104.2,
2023-02-22,Ontario,125.6,
2023-02-22,Ontario,128.5,
2023-02-22,Ontario,120.4,
2023-02-22,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",167.1,
2023-02-22,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",179.3,
2023-02-22,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",132.6,
2023-02-22,"Oshawa, Ontario",122,
2023-02-22,"Oshawa, Ontario",125.3,
2023-02-22,"Oshawa, Ontario",114.7,
2023-02-22,"Toronto, Ontario",114.8,
2023-02-22,"Toronto, Ontario",113.4,
2023-02-22,"Toronto, Ontario",117.7,
2023-02-22,"Hamilton, Ontario",116.8,
2023-02-22,"Hamilton, Ontario",121.9,
2023-02-22,"Hamilton, Ontario",105.2,
2023-02-22,"St. Catharines-Niagara, Ontario",128.3,
2023-02-22,"St. Catharines-Niagara, Ontario",130.3,
2023-02-22,"St. Catharines-Niagara, Ontario",122.5,
2023-02-22,"Kitchener-Cambridge-Waterloo, Ontario",157.9,
2023-02-22,"Kitchener-Cambridge-Waterloo, Ontario",152.2,
2023-02-22,"Kitchener-Cambridge-Waterloo, Ontario",162,
2023-02-22,"Guelph, Ontario",124,
2023-02-22,"Guelph, Ontario",134.1,
2023-02-22,"Guelph, Ontario",108.1,
2023-02-22,"London, Ontario",145.2,
2023-02-22,"London, Ontario",153.3,
2023-02-22,"London, Ontario",116.8,
2023-02-22,"Windsor, Ontario",140.4,
2023-02-22,"Windsor, Ontario",139.7,
2023-02-22,"Windsor, Ontario",136.5,
2023-02-22,"Greater Sudbury, Ontario",121.4,
2023-02-22,"Greater Sudbury, Ontario",121.7,
2023-02-22,"Greater Sudbury, Ontario",118.8,
2023-02-22,Prairie Region,114.1,
2023-02-22,Prairie Region,118.4,
2023-02-22,Prairie Region,104.1,
2023-02-22,Manitoba,136.5,
2023-02-22,Manitoba,148.9,
2023-02-22,Manitoba,110.2,
2023-02-22,"Winnipeg, Manitoba",136.5,
2023-02-22,"Winnipeg, Manitoba",148.9,
2023-02-22,"Winnipeg, Manitoba",110.2,
2023-02-22,Saskatchewan,104.1,
2023-02-22,Saskatchewan,105.1,
2023-02-22,Saskatchewan,100.8,
2023-02-22,"Regina, Saskatchewan",100.1,
2023-02-22,"Regina, Saskatchewan",99.6,
2023-02-22,"Regina, Saskatchewan",100.5,
2023-02-22,"Saskatoon, Saskatchewan",106.5,
2023-02-22,"Saskatoon, Saskatchewan",108.5,
2023-02-22,"Saskatoon, Saskatchewan",101,
2023-02-22,Alberta,112.2,
2023-02-22,Alberta,115.7,
2023-02-22,Alberta,103.7,
2023-02-22,"Calgary, Alberta",116.8,
2023-02-22,"Calgary, Alberta",122,
2023-02-22,"Calgary, Alberta",105.2,
2023-02-22,"Edmonton, Alberta",107.3,
2023-02-22,"Edmonton, Alberta",109.2,
2023-02-22,"Edmonton, Alberta",101.8,
2023-02-22,British Columbia,127,
2023-02-22,British Columbia,126.7,
2023-02-22,British Columbia,119.7,
2023-02-22,"Kelowna, British Columbia",120.9,
2023-02-22,"Kelowna, British Columbia",122.9,
2023-02-22,"Kelowna, British Columbia",118.6,
2023-02-22,"Vancouver, British Columbia",128,
2023-02-22,"Vancouver, British Columbia",126.7,
2023-02-22,"Vancouver, British Columbia",120.9,
2023-02-22,"Victoria, British Columbia",122.2,
2023-02-22,"Victoria, British Columbia",128.8,
2023-02-22,"Victoria, British Columbia",108.7,
2023-03-22,Canada,124.7,
2023-03-22,Canada,127.9,
2023-03-22,Canada,116.5,
2023-03-22,Atlantic Region,115.2,
2023-03-22,Atlantic Region,118.4,
2023-03-22,Atlantic Region,102.8,
2023-03-22,Newfoundland and Labrador,104.7,
2023-03-22,Newfoundland and Labrador,106.7,
2023-03-22,Newfoundland and Labrador,102.4,
2023-03-22,"St. John's, Newfoundland and Labrador",104.7,
2023-03-22,"St. John's, Newfoundland and Labrador",106.7,
2023-03-22,"St. John's, Newfoundland and Labrador",102.4,
2023-03-22,Prince Edward Island,121.3,
2023-03-22,Prince Edward Island,125.5,
2023-03-22,Prince Edward Island,104.5,
2023-03-22,"Charlottetown, Prince Edward Island",121.3,
2023-03-22,"Charlottetown, Prince Edward Island",125.5,
2023-03-22,"Charlottetown, Prince Edward Island",104.5,
2023-03-22,Nova Scotia,119.1,
2023-03-22,Nova Scotia,123.9,
2023-03-22,Nova Scotia,103.5,
2023-03-22,"Halifax, Nova Scotia",119.1,
2023-03-22,"Halifax, Nova Scotia",123.9,
2023-03-22,"Halifax, Nova Scotia",103.5,
2023-03-22,New Brunswick,117.9,
2023-03-22,New Brunswick,119.1,
2023-03-22,New Brunswick,102.5,
2023-03-22,"Saint John, Fredericton, and Moncton, New Brunswick",117.9,
2023-03-22,"Saint John, Fredericton, and Moncton, New Brunswick",119.1,
2023-03-22,"Saint John, Fredericton, and Moncton, New Brunswick",102.5,
2023-03-22,Quebec,140.9,
2023-03-22,Quebec,148.3,
2023-03-22,Quebec,120.5,
2023-03-22,"Québec, Quebec",124,
2023-03-22,"Québec, Quebec",131.3,
2023-03-22,"Québec, Quebec",107.6,
2023-03-22,"Sherbrooke, Quebec",110.9,
2023-03-22,"Sherbrooke, Quebec",112.4,
2023-03-22,"Sherbrooke, Quebec",104.4,
2023-03-22,"Trois-Rivières, Quebec",111,
2023-03-22,"Trois-Rivières, Quebec",112.6,
2023-03-22,"Trois-Rivières, Quebec",104,
2023-03-22,"Montréal, Quebec",151,
2023-03-22,"Montréal, Quebec",160,
2023-03-22,"Montréal, Quebec",126.4,
2023-03-22,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",115.7,
2023-03-22,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",120.1,
2023-03-22,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",104.2,
2023-03-22,Ontario,126.5,
2023-03-22,Ontario,129.8,
2023-03-22,Ontario,120.5,
2023-03-22,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",169.2,
2023-03-22,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",181.7,
2023-03-22,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",134.1,
2023-03-22,"Oshawa, Ontario",122,
2023-03-22,"Oshawa, Ontario",125.3,
2023-03-22,"Oshawa, Ontario",114.7,
2023-03-22,"Toronto, Ontario",115.6,
2023-03-22,"Toronto, Ontario",114.6,
2023-03-22,"Toronto, Ontario",117.7,
2023-03-22,"Hamilton, Ontario",116.8,
2023-03-22,"Hamilton, Ontario",121.9,
2023-03-22,"Hamilton, Ontario",105.2,
2023-03-22,"St. Catharines-Niagara, Ontario",128.3,
2023-03-22,"St. Catharines-Niagara, Ontario",130.3,
2023-03-22,"St. Catharines-Niagara, Ontario",122.5,
2023-03-22,"Kitchener-Cambridge-Waterloo, Ontario",159.5,
2023-03-22,"Kitchener-Cambridge-Waterloo, Ontario",154.3,
2023-03-22,"Kitchener-Cambridge-Waterloo, Ontario",162,
2023-03-22,"Guelph, Ontario",124,
2023-03-22,"Guelph, Ontario",134.1,
2023-03-22,"Guelph, Ontario",108.1,
2023-03-22,"London, Ontario",147.2,
2023-03-22,"London, Ontario",155.9,
2023-03-22,"London, Ontario",116.8,
2023-03-22,"Windsor, Ontario",143.5,
2023-03-22,"Windsor, Ontario",143.1,
2023-03-22,"Windsor, Ontario",136.5,
2023-03-22,"Greater Sudbury, Ontario",121.4,
2023-03-22,"Greater Sudbury, Ontario",121.7,
2023-03-22,"Greater Sudbury, Ontario",118.8,
2023-03-22,Prairie Region,117.3,
2023-03-22,Prairie Region,122.6,
2023-03-22,Prairie Region,104.9,
2023-03-22,Manitoba,141.1,
2023-03-22,Manitoba,155,
2023-03-22,Manitoba,110.4,
2023-03-22,"Winnipeg, Manitoba",141.1,
2023-03-22,"Winnipeg, Manitoba",155,
2023-03-22,"Winnipeg, Manitoba",110.4,
2023-03-22,Saskatchewan,104.9,
2023-03-22,Saskatchewan,106.1,
2023-03-22,Saskatchewan,101.1,
2023-03-22,"Regina, Saskatchewan",101.3,
2023-03-22,"Regina, Saskatchewan",100.9,
2023-03-22,"Regina, Saskatchewan",101.4,
2023-03-22,"Saskatoon, Saskatchewan",107.1,
2023-03-22,"Saskatoon, Saskatchewan",109.3,
2023-03-22,"Saskatoon, Saskatchewan",101.1,
2023-03-22,Alberta,115.5,
2023-03-22,Alberta,120,
2023-03-22,Alberta,104.6,
2023-03-22,"Calgary, Alberta",121.6,
2023-03-22,"Calgary, Alberta",128.3,
2023-03-22,"Calgary, Alberta",106.8,
2023-03-22,"Edmonton, Alberta",108.9,
2023-03-22,"Edmonton, Alberta",111.3,
2023-03-22,"Edmonton, Alberta",101.8,
2023-03-22,British Columbia,127.7,
2023-03-22,British Columbia,127.6,
2023-03-22,British Columbia,120.2,
2023-03-22,"Kelowna, British Columbia",123.2,
2023-03-22,"Kelowna, British Columbia",126.3,
2023-03-22,"Kelowna, British Columbia",118.6,
2023-03-22,"Vancouver, British Columbia",128.3,
2023-03-22,"Vancouver, British Columbia",127,
2023-03-22,"Vancouver, British Columbia",121.3,
2023-03-22,"Victoria, British Columbia",125.3,
2023-03-22,"Victoria, British Columbia",132.1,
2023-03-22,"Victoria, British Columbia",111.4,
2023-04-22,Canada,125.1,
2023-04-22,Canada,128.6,
2023-04-22,Canada,116.7,
2023-04-22,Atlantic Region,115.6,
2023-04-22,Atlantic Region,118.9,
2023-04-22,Atlantic Region,102.8,
2023-04-22,Newfoundland and Labrador,104.7,
2023-04-22,Newfoundland and Labrador,106.7,
2023-04-22,Newfoundland and Labrador,102.4,
2023-04-22,"St. John's, Newfoundland and Labrador",104.7,
2023-04-22,"St. John's, Newfoundland and Labrador",106.7,
2023-04-22,"St. John's, Newfoundland and Labrador",102.4,
2023-04-22,Prince Edward Island,121.3,
2023-04-22,Prince Edward Island,125.5,
2023-04-22,Prince Edward Island,104.5,
2023-04-22,"Charlottetown, Prince Edward Island",121.3,
2023-04-22,"Charlottetown, Prince Edward Island",125.5,
2023-04-22,"Charlottetown, Prince Edward Island",104.5,
2023-04-22,Nova Scotia,119.1,
2023-04-22,Nova Scotia,123.9,
2023-04-22,Nova Scotia,103.5,
2023-04-22,"Halifax, Nova Scotia",119.1,
2023-04-22,"Halifax, Nova Scotia",123.9,
2023-04-22,"Halifax, Nova Scotia",103.5,
2023-04-22,New Brunswick,119.5,
2023-04-22,New Brunswick,121.1,
2023-04-22,New Brunswick,102.5,
2023-04-22,"Saint John, Fredericton, and Moncton, New Brunswick",119.5,
2023-04-22,"Saint John, Fredericton, and Moncton, New Brunswick",121.1,
2023-04-22,"Saint John, Fredericton, and Moncton, New Brunswick",102.5,
2023-04-22,Quebec,140.5,
2023-04-22,Quebec,147.8,
2023-04-22,Quebec,120.5,
2023-04-22,"Québec, Quebec",124,
2023-04-22,"Québec, Quebec",131.3,
2023-04-22,"Québec, Quebec",107.6,
2023-04-22,"Sherbrooke, Quebec",111.5,
2023-04-22,"Sherbrooke, Quebec",113.1,
2023-04-22,"Sherbrooke, Quebec",104.4,
2023-04-22,"Trois-Rivières, Quebec",111,
2023-04-22,"Trois-Rivières, Quebec",112.6,
2023-04-22,"Trois-Rivières, Quebec",104,
2023-04-22,"Montréal, Quebec",150.4,
2023-04-22,"Montréal, Quebec",159.2,
2023-04-22,"Montréal, Quebec",126.4,
2023-04-22,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",115.7,
2023-04-22,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",120.1,
2023-04-22,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",104.2,
2023-04-22,Ontario,126.8,
2023-04-22,Ontario,130.3,
2023-04-22,Ontario,120.5,
2023-04-22,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",171.8,
2023-04-22,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",185,
2023-04-22,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",134.2,
2023-04-22,"Oshawa, Ontario",122,
2023-04-22,"Oshawa, Ontario",125.3,
2023-04-22,"Oshawa, Ontario",114.7,
2023-04-22,"Toronto, Ontario",115.6,
2023-04-22,"Toronto, Ontario",114.6,
2023-04-22,"Toronto, Ontario",117.7,
2023-04-22,"Hamilton, Ontario",116.8,
2023-04-22,"Hamilton, Ontario",121.9,
2023-04-22,"Hamilton, Ontario",105.2,
2023-04-22,"St. Catharines-Niagara, Ontario",128.3,
2023-04-22,"St. Catharines-Niagara, Ontario",130.3,
2023-04-22,"St. Catharines-Niagara, Ontario",122.5,
2023-04-22,"Kitchener-Cambridge-Waterloo, Ontario",159.5,
2023-04-22,"Kitchener-Cambridge-Waterloo, Ontario",154.3,
2023-04-22,"Kitchener-Cambridge-Waterloo, Ontario",162,
2023-04-22,"Guelph, Ontario",124,
2023-04-22,"Guelph, Ontario",134.1,
2023-04-22,"Guelph, Ontario",108.1,
2023-04-22,"London, Ontario",147.2,
2023-04-22,"London, Ontario",155.9,
2023-04-22,"London, Ontario",116.8,
2023-04-22,"Windsor, Ontario",144.3,
2023-04-22,"Windsor, Ontario",144.1,
2023-04-22,"Windsor, Ontario",136.5,
2023-04-22,"Greater Sudbury, Ontario",121.4,
2023-04-22,"Greater Sudbury, Ontario",121.7,
2023-04-22,"Greater Sudbury, Ontario",118.8,
2023-04-22,Prairie Region,118.5,
2023-04-22,Prairie Region,124.3,
2023-04-22,Prairie Region,105.2,
2023-04-22,Manitoba,142.4,
2023-04-22,Manitoba,156.9,
2023-04-22,Manitoba,110.6,
2023-04-22,"Winnipeg, Manitoba",142.4,
2023-04-22,"Winnipeg, Manitoba",156.9,
2023-04-22,"Winnipeg, Manitoba",110.6,
2023-04-22,Saskatchewan,105.7,
2023-04-22,Saskatchewan,107.1,
2023-04-22,Saskatchewan,101.3,
2023-04-22,"Regina, Saskatchewan",103,
2023-04-22,"Regina, Saskatchewan",103,
2023-04-22,"Regina, Saskatchewan",101.7,
2023-04-22,"Saskatoon, Saskatchewan",107.3,
2023-04-22,"Saskatoon, Saskatchewan",109.6,
2023-04-22,"Saskatoon, Saskatchewan",101.2,
2023-04-22,Alberta,116.7,
2023-04-22,Alberta,121.8,
2023-04-22,Alberta,104.8,
2023-04-22,"Calgary, Alberta",123.5,
2023-04-22,"Calgary, Alberta",131.1,
2023-04-22,"Calgary, Alberta",107.3,
2023-04-22,"Edmonton, Alberta",109.4,
2023-04-22,"Edmonton, Alberta",112,
2023-04-22,"Edmonton, Alberta",101.9,
2023-04-22,British Columbia,127.9,
2023-04-22,British Columbia,127.8,
2023-04-22,British Columbia,120.6,
2023-04-22,"Kelowna, British Columbia",123.2,
2023-04-22,"Kelowna, British Columbia",126.3,
2023-04-22,"Kelowna, British Columbia",118.6,
2023-04-22,"Vancouver, British Columbia",128.6,
2023-04-22,"Vancouver, British Columbia",127.2,
2023-04-22,"Vancouver, British Columbia",121.7,
2023-04-22,"Victoria, British Columbia",125.3,
2023-04-22,"Victoria, British Columbia",132.1,
2023-04-22,"Victoria, British Columbia",111.4,
2023-05-22,Canada,125.7,
2023-05-22,Canada,129.4,
2023-05-22,Canada,116.8,
2023-05-22,Atlantic Region,117.2,
2023-05-22,Atlantic Region,120.9,
2023-05-22,Atlantic Region,102.8,
2023-05-22,Newfoundland and Labrador,104.7,
2023-05-22,Newfoundland and Labrador,106.7,
2023-05-22,Newfoundland and Labrador,102.4,
2023-05-22,"St. John's, Newfoundland and Labrador",104.7,
2023-05-22,"St. John's, Newfoundland and Labrador",106.7,
2023-05-22,"St. John's, Newfoundland and Labrador",102.4,
2023-05-22,Prince Edward Island,121.3,
2023-05-22,Prince Edward Island,125.5,
2023-05-22,Prince Edward Island,104.5,
2023-05-22,"Charlottetown, Prince Edward Island",121.3,
2023-05-22,"Charlottetown, Prince Edward Island",125.5,
2023-05-22,"Charlottetown, Prince Edward Island",104.5,
2023-05-22,Nova Scotia,122,
2023-05-22,Nova Scotia,127.5,
2023-05-22,Nova Scotia,103.5,
2023-05-22,"Halifax, Nova Scotia",122,
2023-05-22,"Halifax, Nova Scotia",127.5,
2023-05-22,"Halifax, Nova Scotia",103.5,
2023-05-22,New Brunswick,119.5,
2023-05-22,New Brunswick,121.1,
2023-05-22,New Brunswick,102.5,
2023-05-22,"Saint John, Fredericton, and Moncton, New Brunswick",119.5,
2023-05-22,"Saint John, Fredericton, and Moncton, New Brunswick",121.1,
2023-05-22,"Saint John, Fredericton, and Moncton, New Brunswick",102.5,
2023-05-22,Quebec,141.6,
2023-05-22,Quebec,149.3,
2023-05-22,Quebec,120.5,
2023-05-22,"Québec, Quebec",124.8,
2023-05-22,"Québec, Quebec",132.6,
2023-05-22,"Québec, Quebec",107.5,
2023-05-22,"Sherbrooke, Quebec",111.5,
2023-05-22,"Sherbrooke, Quebec",113.1,
2023-05-22,"Sherbrooke, Quebec",104.4,
2023-05-22,"Trois-Rivières, Quebec",111,
2023-05-22,"Trois-Rivières, Quebec",112.6,
2023-05-22,"Trois-Rivières, Quebec",104,
2023-05-22,"Montréal, Quebec",151.9,
2023-05-22,"Montréal, Quebec",161.1,
2023-05-22,"Montréal, Quebec",126.4,
2023-05-22,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",116,
2023-05-22,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",120.5,
2023-05-22,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",104.5,
2023-05-22,Ontario,127.2,
2023-05-22,Ontario,130.9,
2023-05-22,Ontario,120.7,
2023-05-22,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",173.6,
2023-05-22,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",187.4,
2023-05-22,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",134.2,
2023-05-22,"Oshawa, Ontario",122,
2023-05-22,"Oshawa, Ontario",125.3,
2023-05-22,"Oshawa, Ontario",114.7,
2023-05-22,"Toronto, Ontario",115.6,
2023-05-22,"Toronto, Ontario",114.6,
2023-05-22,"Toronto, Ontario",117.7,
2023-05-22,"Hamilton, Ontario",116.8,
2023-05-22,"Hamilton, Ontario",121.9,
2023-05-22,"Hamilton, Ontario",105.2,
2023-05-22,"St. Catharines-Niagara, Ontario",130.5,
2023-05-22,"St. Catharines-Niagara, Ontario",133,
2023-05-22,"St. Catharines-Niagara, Ontario",123.5,
2023-05-22,"Kitchener-Cambridge-Waterloo, Ontario",159.5,
2023-05-22,"Kitchener-Cambridge-Waterloo, Ontario",154.3,
2023-05-22,"Kitchener-Cambridge-Waterloo, Ontario",162,
2023-05-22,"Guelph, Ontario",124,
2023-05-22,"Guelph, Ontario",134.1,
2023-05-22,"Guelph, Ontario",108.1,
2023-05-22,"London, Ontario",147.8,
2023-05-22,"London, Ontario",156.1,
2023-05-22,"London, Ontario",118.4,
2023-05-22,"Windsor, Ontario",146.7,
2023-05-22,"Windsor, Ontario",147.4,
2023-05-22,"Windsor, Ontario",136.5,
2023-05-22,"Greater Sudbury, Ontario",121.8,
2023-05-22,"Greater Sudbury, Ontario",122.3,
2023-05-22,"Greater Sudbury, Ontario",118.9,
2023-05-22,Prairie Region,119.9,
2023-05-22,Prairie Region,126.1,
2023-05-22,Prairie Region,105.6,
2023-05-22,Manitoba,143.6,
2023-05-22,Manitoba,158.6,
2023-05-22,Manitoba,110.6,
2023-05-22,"Winnipeg, Manitoba",143.6,
2023-05-22,"Winnipeg, Manitoba",158.6,
2023-05-22,"Winnipeg, Manitoba",110.6,
2023-05-22,Saskatchewan,105.8,
2023-05-22,Saskatchewan,107.3,
2023-05-22,Saskatchewan,101.3,
2023-05-22,"Regina, Saskatchewan",103,
2023-05-22,"Regina, Saskatchewan",103,
2023-05-22,"Regina, Saskatchewan",101.7,
2023-05-22,"Saskatoon, Saskatchewan",107.6,
2023-05-22,"Saskatoon, Saskatchewan",110,
2023-05-22,"Saskatoon, Saskatchewan",101.3,
2023-05-22,Alberta,118.3,
2023-05-22,Alberta,123.7,
2023-05-22,Alberta,105.4,
2023-05-22,"Calgary, Alberta",125.2,
2023-05-22,"Calgary, Alberta",133.4,
2023-05-22,"Calgary, Alberta",107.6,
2023-05-22,"Edmonton, Alberta",110.7,
2023-05-22,"Edmonton, Alberta",113.5,
2023-05-22,"Edmonton, Alberta",102.8,
2023-05-22,British Columbia,128,
2023-05-22,British Columbia,127.9,
2023-05-22,British Columbia,120.6,
2023-05-22,"Kelowna, British Columbia",124.4,
2023-05-22,"Kelowna, British Columbia",128.3,
2023-05-22,"Kelowna, British Columbia",118.6,
2023-05-22,"Vancouver, British Columbia",128.6,
2023-05-22,"Vancouver, British Columbia",127.2,
2023-05-22,"Vancouver, British Columbia",121.7,
2023-05-22,"Victoria, British Columbia",125.3,
2023-05-22,"Victoria, British Columbia",132.1,
2023-05-22,"Victoria, British Columbia",111.4,
2023-06-22,Canada,125.9,
2023-06-22,Canada,129.6,
2023-06-22,Canada,117,
2023-06-22,Atlantic Region,117.4,
2023-06-22,Atlantic Region,121.1,
2023-06-22,Atlantic Region,102.8,
2023-06-22,Newfoundland and Labrador,105.2,
2023-06-22,Newfoundland and Labrador,107.4,
2023-06-22,Newfoundland and Labrador,102.4,
2023-06-22,"St. John's, Newfoundland and Labrador",105.2,
2023-06-22,"St. John's, Newfoundland and Labrador",107.4,
2023-06-22,"St. John's, Newfoundland and Labrador",102.4,
2023-06-22,Prince Edward Island,122.5,
2023-06-22,Prince Edward Island,126.9,
2023-06-22,Prince Edward Island,104.5,
2023-06-22,"Charlottetown, Prince Edward Island",122.5,
2023-06-22,"Charlottetown, Prince Edward Island",126.9,
2023-06-22,"Charlottetown, Prince Edward Island",104.5,
2023-06-22,Nova Scotia,122,
2023-06-22,Nova Scotia,127.5,
2023-06-22,Nova Scotia,103.5,
2023-06-22,"Halifax, Nova Scotia",122,
2023-06-22,"Halifax, Nova Scotia",127.5,
2023-06-22,"Halifax, Nova Scotia",103.5,
2023-06-22,New Brunswick,119.5,
2023-06-22,New Brunswick,121.1,
2023-06-22,New Brunswick,102.5,
2023-06-22,"Saint John, Fredericton, and Moncton, New Brunswick",119.5,
2023-06-22,"Saint John, Fredericton, and Moncton, New Brunswick",121.1,
2023-06-22,"Saint John, Fredericton, and Moncton, New Brunswick",102.5,
2023-06-22,Quebec,141.5,
2023-06-22,Quebec,149.2,
2023-06-22,Quebec,120.5,
2023-06-22,"Québec, Quebec",125.3,
2023-06-22,"Québec, Quebec",133.3,
2023-06-22,"Québec, Quebec",107.5,
2023-06-22,"Sherbrooke, Quebec",111.5,
2023-06-22,"Sherbrooke, Quebec",113.1,
2023-06-22,"Sherbrooke, Quebec",104.4,
2023-06-22,"Trois-Rivières, Quebec",111,
2023-06-22,"Trois-Rivières, Quebec",112.6,
2023-06-22,"Trois-Rivières, Quebec",104,
2023-06-22,"Montréal, Quebec",151.7,
2023-06-22,"Montréal, Quebec",160.9,
2023-06-22,"Montréal, Quebec",126.4,
2023-06-22,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",116,
2023-06-22,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",120.5,
2023-06-22,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",104.5,
2023-06-22,Ontario,127.5,
2023-06-22,Ontario,131.2,
2023-06-22,Ontario,120.7,
2023-06-22,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",174.8,
2023-06-22,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",188.9,
2023-06-22,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",134.5,
2023-06-22,"Oshawa, Ontario",122,
2023-06-22,"Oshawa, Ontario",125.3,
2023-06-22,"Oshawa, Ontario",114.7,
2023-06-22,"Toronto, Ontario",115.6,
2023-06-22,"Toronto, Ontario",114.6,
2023-06-22,"Toronto, Ontario",117.7,
2023-06-22,"Hamilton, Ontario",116.8,
2023-06-22,"Hamilton, Ontario",121.9,
2023-06-22,"Hamilton, Ontario",105.2,
2023-06-22,"St. Catharines-Niagara, Ontario",130.5,
2023-06-22,"St. Catharines-Niagara, Ontario",133,
2023-06-22,"St. Catharines-Niagara, Ontario",123.5,
2023-06-22,"Kitchener-Cambridge-Waterloo, Ontario",160.2,
2023-06-22,"Kitchener-Cambridge-Waterloo, Ontario",155.2,
2023-06-22,"Kitchener-Cambridge-Waterloo, Ontario",162,
2023-06-22,"Guelph, Ontario",124,
2023-06-22,"Guelph, Ontario",134.1,
2023-06-22,"Guelph, Ontario",108.1,
2023-06-22,"London, Ontario",147.8,
2023-06-22,"London, Ontario",156.1,
2023-06-22,"London, Ontario",118.4,
2023-06-22,"Windsor, Ontario",148.7,
2023-06-22,"Windsor, Ontario",149,
2023-06-22,"Windsor, Ontario",137,
2023-06-22,"Greater Sudbury, Ontario",122,
2023-06-22,"Greater Sudbury, Ontario",122.5,
2023-06-22,"Greater Sudbury, Ontario",119,
2023-06-22,Prairie Region,120,
2023-06-22,Prairie Region,126.2,
2023-06-22,Prairie Region,106.1,
2023-06-22,Manitoba,143.6,
2023-06-22,Manitoba,158.6,
2023-06-22,Manitoba,110.6,
2023-06-22,"Winnipeg, Manitoba",143.6,
2023-06-22,"Winnipeg, Manitoba",158.6,
2023-06-22,"Winnipeg, Manitoba",110.6,
2023-06-22,Saskatchewan,106.2,
2023-06-22,Saskatchewan,107.8,
2023-06-22,Saskatchewan,101.3,
2023-06-22,"Regina, Saskatchewan",103.1,
2023-06-22,"Regina, Saskatchewan",103.1,
2023-06-22,"Regina, Saskatchewan",101.7,
2023-06-22,"Saskatoon, Saskatchewan",108.1,
2023-06-22,"Saskatoon, Saskatchewan",110.7,
2023-06-22,"Saskatoon, Saskatchewan",101.3,
2023-06-22,Alberta,118.4,
2023-06-22,Alberta,123.9,
2023-06-22,Alberta,106,
2023-06-22,"Calgary, Alberta",125.3,
2023-06-22,"Calgary, Alberta",133.6,
2023-06-22,"Calgary, Alberta",108.4,
2023-06-22,"Edmonton, Alberta",110.8,
2023-06-22,"Edmonton, Alberta",113.6,
2023-06-22,"Edmonton, Alberta",103,
2023-06-22,British Columbia,128.1,
2023-06-22,British Columbia,127.9,
2023-06-22,British Columbia,120.8,
2023-06-22,"Kelowna, British Columbia",124.4,
2023-06-22,"Kelowna, British Columbia",128.3,
2023-06-22,"Kelowna, British Columbia",118.6,
2023-06-22,"Vancouver, British Columbia",128.7,
2023-06-22,"Vancouver, British Columbia",127.2,
2023-06-22,"Vancouver, British Columbia",121.9,
2023-06-22,"Victoria, British Columbia",125.3,
2023-06-22,"Victoria, British Columbia",132.1,
2023-06-22,"Victoria, British Columbia",111.4,
2023-07-22,Canada,126,
2023-07-22,Canada,129.6,
2023-07-22,Canada,117.2,
2023-07-22,Atlantic Region,117.4,
2023-07-22,Atlantic Region,121.1,
